,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,COURSE_COUNT,COURSE_LENGTH,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,EXAM_TYPE,ENTRY_SALARY,OPEN_DATE,REQUIREMENT_SET_TEXT
251,FIREARMS EXAMINER 2233 062416.txt,FIREARMS EXAMINER,2233,"A Firearms Examiner is a civilian employee of the Police Department who examines and identifies firearms, weapons, cartridges, bullets, and similar evidence in criminal investigations; collects physical evidence at crime scenes; analyzes and reconstructs the events occurring at crime scenes; conducts complete scientific tests of firearms evidence using laboratory equipment; prepares documentation and reports on the results of the collection and analysis of evidence; testifies in court concerning the results of examinations; provides expert testimony on general firearms capability and examination methodology; and does related work.",,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$81,160-$118,661",06-24-16,
252,FIREBOAT MATE 5125 102315 rev110515.txt,FIREBOAT MATE,5125,Operates a small fireboat in Los Angeles Harbor; assists or relieves a Fireboat Pilot in the operation and navigation of a larger fireboat; supervises and/or performs the maintenance of a fireboat; and performs firefighting operations.,,,,,,,,,,,INTERDEPARTMENTAL PROMOTIONAL,"$88,426-$104,128",10-23-15,
253,FIREBOAT PILOT 5127 102315 rev110515 (1).txt,FIREBOAT PILOT,5127,A Fireboat Pilot operates and directs the navigation of a large fireboat in Los Angeles; and does related work.,,,,,,,,,,,INTERDEPARTMENTAL PROMOTIONAL,"$109,974-$122,586",10-23-15,
254,FIREFIGHTER 2112 011918.txt,FIREFIGHTER,2112,"As members of the Los Angeles Fire Department, a Firefighter's duties include engaging directly in firefighting, emergency medical services requiring assignment to a rescue ambulance, mitigation of hazardous materials emergencies, fire prevention and rescue, and inspections of buildings and properties to ensure compliance with the fire codes. All Firefighters are required to become Emergency Medical Technicians (EMT) and may be required to become Paramedics.",,,,,,,,,,Required,OPEN COMPETITIVE BASIS,"$65,521 (flat-rated)",01-19-18,
255,FISCAL SYSTEMS SPECIALIST 1555 101918.txt,FISCAL SYSTEMS SPECIALIST,1555,"A Fiscal Systems Specialist coordinates the computer-based financial system of the Controller's Office and other City departments with supportive data processing activities of the Information Technology Agency; conducts on-going and periodic reviews and/or analyses of computer-based financial and other systems of the City; analyzes complex financial, operating and other statistical data using algorithms and computer-based financial systems; and under direction, enforces Citywide standards for data security and internal control safeguards; or may supervise and direct the work of employees engaged in such activities; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$87,883-$128,516",10-19-18,
256,FLEET SERVICES MANAGER 9103 042117.txt,FLEET SERVICES MANAGER,9103,"A Fleet Services Manager plans, manages, and directs through subordinate supervisors the staffing, training, safety, dispatching, operating, repair, service, inspection, preventive maintenance, regulatory compliance, procurement of fleet vehicles equipment, parts, materials and supplies, fuel management, and related functions that result in the delivery of high products and services for a large fleet of transportation and construction equipment; applies sound management principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$100,203-$124,507",04-21-17,
257,FORENSIC  PRINT SPECIALIST 2200 062218.txt,FORENSIC PRINT SPECIALIST,2200,"A Forensic Print Specialist obtains latent prints at crime scenes; fingerprints dead bodies and processes fingers severed from dead bodies for fingerprint identification; uses various chemicals to process latent prints, including laser application; compares single, partial, and distorted finger and palm latent prints with exemplar prints; takes plaster cast impressions; and appears in court as an expert witness in latent print matters. Prepares and enters latent fingerprints into the Department's Automated Fingerprint Identification System (AFIS).",,,,,,,,,,Required,OPEN COMPETITIVE BASIS,"$58,986-$86,255",06-22-18,
258,GALLERY ATTENDANT 2442 092515.txt,GALLERY ATTENDANT ,2442,A Gallery Attendant assists in the construction and installation of display units and in the operation and maintenance of an art gallery.,,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$36,874-$49,694",09-25-15,
259,GARAGE ASSISTANT 3538 012017.txt,GARAGE ASSISTANT,3538,"A Garage Assistant performs general servicing and lubricating of cars, trucks and motorcycles; chauffeuring; parking cars; washing and waxing; replaces tires on cars and trucks in the shop and in the field; assists equipment mechanics by removing and replacing defective radiators, hoses, fan belts, and batteries; may operate a light to heavy duty tow truck; may make minor repairs to vehicles; may install or remove various interior and exterior vehicle equipment; and may perform other non-skilled tasks as required. NOTE: Garage Assistants are hired in lieu of Garage Attendants. Employment as a Garage Assistant is intended to develop skills necessary for regular full time employment with the City as a Garage Attendant. Upon successful completion of probation, a Garage Assistant will be offered a Charter Section 1014 Special Assignment to Garage Attendant.",,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$36,665-$53,598",01-20-17,
260,GARAGE ATTENDANT 3531 013015.txt,GARAGE ATTENDANT,3531,"A Garage Attendant does general servicing and lubricating of cars, trucks and motorcycles; shuttling of passengers; parking cars; washing and waxing; may make minor repairs to vehicles; assists equipment mechanics by removing and replacing defective radiators, hoses, fan belts, and batteries; replaces tires on cars and trucks in the shop and in the field; may operate a light to heavy duty tow truck; may make minor repairs to vehicles; may install or remove various interior and exterior vehicle equipment; and may perform other non-skilled tasks as required and does other non-skilled tasks. Apprenticeships in various automotive crafts are available in some Garage Attendant positions.",,,,,,,,,,Required,OPEN COMPETITIVE BASIS,"$39,776-$49,402",01-30-15,
261,GARDENER CARETAKER 3141 100518.txt,GARDENER CARETAKER,3141,"A Gardener Caretaker does gardening, landscape construction, and maintenance work in parks, playgrounds, Citywide traffic islands, medians, slopes, grade separations and other landscaped areas. NOTE: Gardener Caretakers may be required to work weekends and holidays and can be reassigned to work any location in the City. They may be required to work overtime and in bad weather.",,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$39,672-$57,983",10-05-18,
262,GENERAL AUTOMOTIVE SUPERVISOR 3718 061915.txt,GENERAL AUTOMOTIVE SUPERVISOR,3718,"A General Automotive Supervisor, through subordinate supervisors, directs and coordinates the activities of a number of specialized shops engaged in the maintenance and repair of transportation equipment including motorcycles and passenger vehicles, fire fighting apparatus and construction equipment; and develops and writes specifications, analyzes bids, and recommends purchase, fabrication, or modification of new, existing, and proposed fire fighting apparatus, construction equipment, and transportation equipment, including motorcycles and passenger vehicles; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$118,577 (flat-rated)",06-19-15,
263,GENERAL SERVICES MANAGER  9601 042117.txt,GENERAL SERVICES MANAGER ,9601,"A General Services Manager serves as a Director or Assistant Director in a division of the Los Angeles Department of Water and Power (LADWP), overseeing the activities of construction, engineering, technical, clerical, and administrative employees engaged in the design, construction, maintenance, repair, operation, and testing of LADWP's hard infrastructure (capital assets); applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills Equal Employment Opportunity responsibilities.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL,"$199,905-$248,367",04-21-17,
264,GEOGRAPHIC INFORMATION SYSTEMS CHIEF  7211 030416.txt,GEOGRAPHIC INFORMATION SYSTEMS CHIEF,7211,"A Geographic Information Systems Chief develops and oversees the long-term development and enhancement of a Geographic Information System (GIS); devises project plans, establishes data standards, and recommends GIS tools and web applications for project deployment and use; plans and directs the work of unit(s) engaged in web development, database maintenance, data analysis and map production; prepares budget requests, staff recruitment and skill development; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities.",,,,,,,,,,,INTERDEPARTMENTAL PROMOTIONAL,"$85,127-$124,423",03-04-16,
265,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST 7213 012414 revised.txt,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST,7213,"A Geographic Information Systems Specialist operates a GIS geo-processing system and performs technical geospatial information system input, including spatial and attribute data capture, automation, editing, and maintenance, application design and programming, maintenance/configuration of hardware and basic system analysis, to produce a wide range of geospatial data, databases, maps, reports, and applications, and data exports and files; may produce spatial and non-spatial data for studies or analysis that provide technical assistance relating to the design, construction, operation and maintenance of public/private facilities, zoning and planning, and demographics.",,,,,,,,,,,OPEN COMPETITIVE BASIS,"$60,447-$75,084",01-24-14,
